Gene,Stable_ID,Band,GCpercent,Start,End,Strand,Chromosome
AKAP14,ENSG00000186471,q24,46.85,119895837,119920716,1.0,X
AKIP1,ENSG00000166452,p15.4,46.42,8911139,8920084,1.0,11
AKIRIN2,ENSG00000135334,q15,40.79,87674860,87702233,-1.0,6
AKNAD1,ENSG00000162641,p13.3,41.11,108815898,108963484,-1.0,1
AKR1B1,ENSG00000085662,q33,50.04,134442356,134459284,-1.0,7
AKR1B10,ENSG00000198074,q33,45.41,134527567,134541412,1.0,7
AKR1C1,ENSG00000187134,p15.1,38.5,4963253,4983283,1.0,10
AKR1C2,ENSG00000151632,p15.1,38.88,4987400,5018031,-1.0,10
AKR1C3,ENSG00000196139,p15.1,40.4,5035354,5107686,1.0,10
AKR1C4,ENSG00000198610,p15.1,38.49,5195462,5218949,1.0,10
AKR1D1,ENSG00000122787,q33,39.26,138002324,138118305,1.0,7
AKR1E2,ENSG00000165568,p15.1,42.59,4786629,4848062,1.0,10
AKR7A2,ENSG00000053371,p36.13,52.87,19303965,19312146,-1.0,1
AKR7L,ENSG00000211454,p36.13,52.23,19265982,19274194,-1.0,1
AKT1,ENSG00000142208,q32.33,64.08,104769349,104795751,-1.0,14
AKT1S1,ENSG00000204673,q13.33,59.67,49869033,49878459,-1.0,19
AKT2,ENSG00000105221,q13.2,53.61,40230317,40285536,-1.0,19
AKT3,ENSG00000117020,q44,37.34,243488233,243851079,-1.0,1
AKTIP,ENSG00000166971,q12.2,45.45,53491040,53504411,-1.0,16
ALAD,ENSG00000148218,q32,51.37,113386312,113401290,-1.0,9
ALAS1,ENSG00000023330,p21.2,45.47,52198086,52214327,1.0,3
ALDH1A1,ENSG00000165092,q21.13,36.05,72900671,73080442,-1.0,9
ALDH1A3,ENSG00000184254,q26.3,48.81,100877714,100916626,1.0,15
ALDH1L1,ENSG00000144908,q21.3,47.42,126103562,126197994,-1.0,3
ALDH1L2,ENSG00000136010,q23.3,40.08,105019784,105107643,-1.0,12
ALDH3A1,ENSG00000108602,p11.2,57.83,19737984,19748943,-1.0,17
ALDH3B2,ENSG00000132746,q13.2,52.58,67662160,67681224,-1.0,11
ALDH4A1,ENSG00000159423,p36.13,55.04,18871430,18902724,-1.0,1
ALDH5A1,ENSG00000112294,p22.3,43.1,24494867,24537207,1.0,6
ALDH6A1,ENSG00000119711,q24.3,43.41,74056847,74084492,-1.0,14
ALDH8A1,ENSG00000118514,q23.3,42.53,134917393,134950115,-1.0,6
ALDH16A1,ENSG00000161618,q13.33,56.84,49453225,49471050,1.0,19
ALDH18A1,ENSG00000059573,q24.1,43.15,95605941,95656711,-1.0,10
ALG1,ENSG00000033011,p13.3,49.3,5033923,5087379,1.0,16
ALG1L,ENSG00000189366,q21.2,51.93,125929275,125937039,-1.0,3
ALG5,ENSG00000120697,q13.3,39.24,36949738,37000261,-1.0,13
ALG8,ENSG00000159063,q14.1,42.14,78100936,78139653,-1.0,11
ALG9,ENSG00000086848,q23.1,40.69,111782195,111871581,-1.0,11
ALG10,ENSG00000139133,p11.1,35.91,34022468,34029694,1.0,12
ALG10B,ENSG00000175548,q12,33.73,38316762,38329721,1.0,12
ALG11,ENSG00000253710,q14.3,41.5,52012398,52033600,1.0,13
ALG12,ENSG00000182858,q13.33,55.65,49900229,49918438,-1.0,22
ALG14,ENSG00000172339,p21.3,40.49,94974405,95072951,-1.0,1
ALK,ENSG00000171094,p23.1,43.51,29192774,29921586,-1.0,2
ALKAL1,ENSG00000196711,q11.23,40.93,52534037,52565430,-1.0,8
ALKBH1,ENSG00000100601,q24.3,42.35,77672404,77708023,-1.0,14
ALKBH2,ENSG00000189046,q24.11,51.05,109088188,109093631,-1.0,12
ALKBH3,ENSG00000166199,p11.2,40.8,43880811,43920274,1.0,11
ALKBH4,ENSG00000160993,q22.1,54.36,102456238,102464863,-1.0,7
ALKBH5,ENSG00000091542,p11.2,50.24,18183078,18209954,1.0,17
ALKBH6,ENSG00000239382,q13.12,56.33,36009120,36014239,-1.0,19
ALKBH8,ENSG00000137760,q22.3,36.18,107502726,107565746,-1.0,11
ALLC,ENSG00000151360,p25.3,44.44,3658200,3702671,1.0,2
ALMS1,ENSG00000116127,p13.1,38.69,73385758,73625166,1.0,2
ALOX5,ENSG00000012779,q11.21,47.73,45374176,45446119,1.0,10
ALOX5AP,ENSG00000132965,q12.3,45.66,30713478,30764426,1.0,13
ALOX12,ENSG00000108839,p13.1,48.88,6996049,7010754,1.0,17
ALOX12B,ENSG00000179477,p13.1,55.45,8072636,8087716,-1.0,17
ALOX15B,ENSG00000179593,p13.1,55.65,8039034,8049134,1.0,17
ALOXE3,ENSG00000179148,p13.1,51.81,8095900,8119047,-1.0,17
ALPG,ENSG00000163286,q37.1,62.98,232406844,232410714,1.0,2
ALPI,ENSG00000163295,q37.1,60.55,232456125,232460753,1.0,2
ALPK1,ENSG00000073331,q25,40.45,112285509,112442621,1.0,4
ALPK2,ENSG00000198796,q21.32,44.38,58481247,58629091,-1.0,18
ALPL,ENSG00000162551,p36.12,51.62,21509397,21578410,1.0,1
ALPP,ENSG00000163283,q37.1,62.27,232378724,232382889,1.0,2
ALS2CL,ENSG00000178038,p21.31,57.94,46668995,46693704,-1.0,3
ALX1,ENSG00000180318,q21.31,31.67,85280220,85301784,1.0,12
ALX3,ENSG00000156150,p13.3,58.58,110059870,110070672,-1.0,1
ALX4,ENSG00000052850,p11.2,52.82,44260440,44310139,-1.0,11
ALYREF,ENSG00000183684,q25.3,57.54,81887835,81891586,-1.0,17
AMACR,ENSG00000242110,p13.2,41.34,33986165,34008104,-1.0,5
AMBP,ENSG00000106927,q32,49.37,114060127,114078328,-1.0,9
AMD1,ENSG00000123505,q21,41.39,110874770,110898879,1.0,6
AMDHD1,ENSG00000139344,q23.1,43.76,95943331,95968720,1.0,12
AMDHD2,ENSG00000162066,p13.3,59.17,2520357,2531422,1.0,16
AMELX,ENSG00000125363,p22.2,38.37,11293413,11300761,1.0,X
AMER1,ENSG00000184675,q11.2,50.92,64185117,64205708,-1.0,X
AMER2,ENSG00000165566,q12.13,43.37,25161684,25172288,-1.0,13
AMER3,ENSG00000178171,q21.1,55.57,130755435,130768134,1.0,2
AMFR,ENSG00000159461,q13,42.21,56361452,56425545,-1.0,16
AMIGO1,ENSG00000181754,p13.3,53.23,109504178,109509738,-1.0,1
AMIGO2,ENSG00000139211,q13.11,44.59,47075707,47079951,-1.0,12
AMMECR1L,ENSG00000144233,q14.3,45.75,127861630,127885956,-1.0,2
AMN,ENSG00000166126,q32.32,62.57,102922663,102933596,1.0,14
AMOTL1,ENSG00000166025,q21,41.79,94706431,94876748,1.0,11
AMOTL2,ENSG00000114019,q22.2,55.04,134355874,134375479,-1.0,3
AMPD1,ENSG00000116748,p13.2,40.73,114673090,114695618,-1.0,1
AMPD2,ENSG00000116337,p13.3,56.74,109616104,109632053,1.0,1
AMT,ENSG00000145020,p21.31,54.4,49416778,49422685,-1.0,3
AMTN,ENSG00000187689,q13.3,37.6,70518569,70532743,1.0,4
AMY1A,ENSG00000237763,p21.1,34.56,103655290,103664554,1.0,1
AMY2A,ENSG00000243480,p21.1,33.89,103616811,103625780,1.0,1
AMY2B,ENSG00000240038,p21.1,34.92,103553815,103579534,1.0,1
AMZ1,ENSG00000174945,p22.3,50.95,2679522,2775500,1.0,7
ANAPC2,ENSG00000176248,q34.3,61.65,137174784,137188560,-1.0,9
ANAPC4,ENSG00000053900,p15.2,37.97,25377213,25418498,1.0,4
ANAPC5,ENSG00000089053,q24.31,44.55,121308245,121399896,-1.0,12
ANAPC10,ENSG00000164162,q31.21,37.48,144831908,145098541,-1.0,4
ANAPC11,ENSG00000141552,q25.3,55.3,81890790,81900991,1.0,17
ANAPC13,ENSG00000129055,q22.2,45.33,134477706,134486716,-1.0,3
ANAPC15,ENSG00000110200,q13.4,52.32,72106378,72112780,-1.0,11
ANAPC16,ENSG00000166295,q22.1,43.46,72216000,72235860,1.0,10
ANG,ENSG00000214274,q11.2,43.52,20684177,20698971,1.0,14
ANGEL1,ENSG00000013523,q24.3,44.47,76786009,76826246,-1.0,14
ANGEL2,ENSG00000174606,q32.3,38.71,212992182,213015867,-1.0,1
ANGPT1,ENSG00000154188,q23.1,36.05,107249482,107498055,-1.0,8
ANGPT2,ENSG00000091879,p23.1,40.71,6499632,6563409,-1.0,8
ANGPTL2,ENSG00000136859,q33.3,49.8,127087348,127122635,-1.0,9
ANGPTL4,ENSG00000167772,p13.2,55.65,8363289,8374370,1.0,19
ANGPTL6,ENSG00000130812,p13.2,53.5,10092338,10102796,-1.0,19
ANGPTL7,ENSG00000171819,p36.22,46.39,11189355,11195981,1.0,1
ANGPTL8,ENSG00000130173,p13.2,56.34,11237450,11241943,1.0,19
ANK1,ENSG00000029534,p11.21,49.32,41653220,41896762,-1.0,8
ANK2,ENSG00000145362,q25,37.08,112818032,113384221,1.0,4
ANKAR,ENSG00000151687,q32.2,37.84,189674290,189761193,1.0,2
ANKDD1A,ENSG00000166839,q22.31,46.76,64911902,64958691,1.0,15
ANKEF1,ENSG00000132623,p12.2,37.26,9986126,10058303,1.0,20
ANKFN1,ENSG00000153930,q22,39.76,55882301,56511659,1.0,17
ANKH,ENSG00000154122,p15.2,43.86,14704800,14871778,-1.0,5
ANKHD1,ENSG00000131503,q31.3,38.44,140401814,140539856,1.0,5
ANKK1,ENSG00000170209,q23.2,50.94,113387779,113400416,1.0,11
ANKLE1,ENSG00000160117,p13.11,57.78,17281645,17287646,1.0,19
ANKLE2,ENSG00000176915,q24.33,50.97,132725503,132761832,-1.0,12
ANKMY1,ENSG00000144504,q37.3,49.38,240479422,240569209,-1.0,2
ANKMY2,ENSG00000106524,p21.1,38.01,16599779,16645817,-1.0,7
ANKRD1,ENSG00000148677,q23.31,39.89,90912096,90921276,-1.0,10
ANKRD2,ENSG00000165887,q24.2,52.36,97572499,97583884,1.0,10
ANKRD6,ENSG00000135299,q15,43.03,89433152,89633834,1.0,6
ANKRD7,ENSG00000106013,q31.31,35.83,118214669,118496171,1.0,7
ANKRD10,ENSG00000088448,q34,40.0,110878540,110915069,-1.0,13
ANKRD12,ENSG00000101745,p11.22,37.33,9136228,9285985,1.0,18
ANKRD13A,ENSG00000076513,q24.11,44.0,109999186,110039763,1.0,12
ANKRD13B,ENSG00000198720,q11.2,55.54,29589769,29614761,1.0,17
ANKRD13C,ENSG00000118454,p31.1,37.51,70258999,70354734,-1.0,1
ANKRD16,ENSG00000134461,p15.1,46.86,5861616,5889906,-1.0,10
ANKRD17,ENSG00000132466,q13.3,36.17,73073376,73258798,-1.0,4
ANKRD20A1,ENSG00000260691,q21.11,37.56,67832765,67920552,1.0,9
ANKRD23,ENSG00000163126,q11.2,51.56,96824526,96857934,-1.0,2
ANKRD27,ENSG00000105186,q13.11,48.98,32597006,32676597,-1.0,19
ANKRD28,ENSG00000206560,p25.1,37.11,15667236,15859771,-1.0,3
ANKRD29,ENSG00000154065,q11.2,44.28,23598926,23662911,-1.0,18
ANKRD30A,ENSG00000148513,p11.21,36.74,37125725,37384111,1.0,10
ANKRD30B,ENSG00000180777,p11.21,35.41,14728272,14854038,1.0,18
ANKRD31,ENSG00000145700,q13.3,37.35,75068275,75236911,-1.0,5
ANKRD33,ENSG00000167612,q13.13,58.03,51888009,51891727,1.0,12
ANKRD34A,ENSG00000272031,q21.1,55.93,145959441,145964575,-1.0,1
ANKRD34B,ENSG00000189127,q14.1,42.57,80556755,80570280,-1.0,5
ANKRD35,ENSG00000198483,q21.1,48.17,145866560,145885866,-1.0,1
ANKRD36B,ENSG00000196912,q11.2,35.8,97492663,97589965,-1.0,2
ANKRD37,ENSG00000186352,q35.1,45.33,185396021,185400628,1.0,4
ANKRD39,ENSG00000213337,q11.2,51.5,96836611,96858016,-1.0,2
ANKRD42,ENSG00000137494,q14.1,39.12,83193712,83260694,1.0,11
ANKRD44,ENSG00000065413,q33.1,40.24,196967017,197311173,-1.0,2
ANKRD49,ENSG00000168876,q21,36.46,94493979,94499578,1.0,11
ANKRD50,ENSG00000151458,q28.1,35.15,124664048,124712732,-1.0,4
ANKRD53,ENSG00000144031,p13.3,55.73,70978380,70985499,1.0,2
ANKRD54,ENSG00000100124,q13.1,50.74,37830855,37849327,-1.0,22
ANKRD55,ENSG00000164512,q11.2,41.57,56099680,56233330,-1.0,5
ANKRD62,ENSG00000181626,p11.21,36.41,12093843,12129764,1.0,18
ANKS1A,ENSG00000064999,p21.31,44.93,34889255,35091406,1.0,6
ANKS1B,ENSG00000185046,q23.1,37.84,98726457,99984654,-1.0,12
ANKS3,ENSG00000168096,p13.3,49.79,4696510,4734378,-1.0,16
ANLN,ENSG00000011426,p14.2,37.87,36389821,36453791,1.0,7
ANO1,ENSG00000131620,q13.3,54.71,70078302,70189528,1.0,11
ANO2,ENSG00000047617,p13.31,44.4,5531869,5946232,-1.0,12
ANO3,ENSG00000134343,p14.3,36.39,26188842,26663289,1.0,11
ANO4,ENSG00000151572,q23.1,39.06,100717526,101128641,1.0,12
ANO5,ENSG00000171714,p15.1,36.47,21799934,22283357,1.0,11
ANO6,ENSG00000177119,q12,39.44,45215987,45440404,1.0,12
ANO8,ENSG00000074855,p13.11,62.68,17323223,17334855,-1.0,19
ANO9,ENSG00000185101,p15.5,59.43,417933,442011,-1.0,11
ANO10,ENSG00000160746,p21.33,40.85,43354859,43691594,-1.0,3
ANOS1,ENSG00000011201,p22.31,39.59,8528874,8732137,-1.0,X
ANP32A,ENSG00000140350,q23,49.39,68778535,68820897,-1.0,15
ANP32B,ENSG00000136938,q22.33,43.52,97983341,98015943,1.0,9
ANP32E,ENSG00000143401,q21.2,42.62,150218417,150236156,-1.0,1
ANTXR2,ENSG00000163297,q21.21,35.81,79901146,80125454,-1.0,4
ANXA2,ENSG00000182718,q22.2,44.95,60347134,60402883,-1.0,15
ANXA3,ENSG00000138772,q21.21,39.9,78551747,78610451,1.0,4
ANXA4,ENSG00000196975,p13.3,41.93,69644425,69827112,1.0,2
ANXA5,ENSG00000164111,q27,38.94,121667946,121696995,-1.0,4
ANXA6,ENSG00000197043,q33.1,48.97,151100706,151157785,-1.0,5
ANXA7,ENSG00000138279,q22.2,40.79,73375101,73414076,-1.0,10
ANXA8,ENSG00000265190,q11.22,52.97,47460162,47484158,-1.0,10
ANXA8L1,ENSG00000264230,q11.22,54.03,46375627,46391784,1.0,10
ANXA9,ENSG00000143412,q21.3,49.76,150982249,150995634,1.0,1
ANXA10,ENSG00000109511,q32.3,35.87,168092537,168187736,1.0,4
ANXA11,ENSG00000122359,q22.3,50.39,80150889,80205572,-1.0,10
ANXA13,ENSG00000104537,q24.13,44.25,123680794,123737402,-1.0,8
AOC1,ENSG00000002726,q36.1,47.8,150824627,150861504,1.0,7
AP1AR,ENSG00000138660,q25,36.72,112231740,112273110,1.0,4
AP1B1,ENSG00000100280,q12.2,49.33,29327680,29423179,-1.0,22
AP1M2,ENSG00000129354,p13.2,51.96,10572671,10587315,-1.0,19
AP1S2,ENSG00000182287,p22.2,36.69,15825806,15854931,-1.0,X
AP2A1,ENSG00000196961,q13.33,54.57,49766968,49807113,1.0,19
AP2A2,ENSG00000183020,p15.5,53.1,924894,1012245,1.0,11
AP2S1,ENSG00000042753,q13.32,52.84,46838136,46850846,-1.0,19
AP3B1,ENSG00000132842,q14.1,36.56,78002326,78294698,-1.0,5
AP3M2,ENSG00000070718,p11.21,41.4,42152946,42171673,1.0,8
AP4E1,ENSG00000081014,q21.2,37.92,50908672,51005895,1.0,15
AP4M1,ENSG00000221838,q22.1,56.13,100101549,100110345,1.0,7
AP4S1,ENSG00000100478,q12,41.95,31025106,31130996,1.0,14
AP5M1,ENSG00000053770,q22.3,35.15,57268924,57298742,1.0,14
AP5S1,ENSG00000125843,p13,51.08,3820524,3828838,1.0,20
AP5Z1,ENSG00000242802,p22.1,58.27,4775615,4794397,1.0,7
APAF1,ENSG00000120868,q23.1,39.43,98645290,98735433,1.0,12
APBA1,ENSG00000107282,q21.12,41.45,69427532,69672371,-1.0,9
APBA2,ENSG00000034053,q13.1,48.63,28884483,29118315,1.0,15
APBB1,ENSG00000166313,p15.4,51.87,6395124,6419414,-1.0,11
APBB1IP,ENSG00000077420,p12.1,41.53,26438341,26567803,1.0,10
APBB2,ENSG00000163697,p13,42.41,40810027,41216714,-1.0,4
APBB3,ENSG00000113108,q31.3,53.75,140558268,140564781,-1.0,5
APCDD1,ENSG00000154856,p11.22,46.21,10454635,10489949,1.0,18
APCDD1L,ENSG00000198768,q13.32,48.35,58459101,58515399,-1.0,20
APCS,ENSG00000132703,q23.2,45.0,159587826,159588865,1.0,1
APEH,ENSG00000164062,p21.31,58.07,49674014,49683971,1.0,3
APEX1,ENSG00000100823,q11.2,47.06,20455191,20457772,1.0,14
APH1A,ENSG00000117362,q21.2,53.83,150265399,150269580,-1.0,1
APH1B,ENSG00000138613,q22.2,40.76,63276018,63309126,1.0,15
API5,ENSG00000166181,p12,37.75,43311963,43344529,1.0,11
APIP,ENSG00000149089,p13,40.43,34853094,34916379,-1.0,11
APLF,ENSG00000169621,p13.3,37.87,68467572,68655862,1.0,2
APLNR,ENSG00000134817,q12.1,55.35,57233577,57237314,-1.0,11
APLP1,ENSG00000105290,q13.12,57.01,35867899,35879792,1.0,19
APLP2,ENSG00000084234,q24.3,43.97,130068147,130144811,1.0,11
APMAP,ENSG00000101474,p11.21,46.35,24962925,24992751,-1.0,20
APOA5,ENSG00000110243,q23.3,60.22,116789367,116792420,-1.0,11
APOBEC1,ENSG00000111701,p13.31,44.28,7649400,7665908,-1.0,12
APOBEC2,ENSG00000124701,p21.1,44.83,41053304,41064511,1.0,6
APOBEC3A,ENSG00000128383,q13.1,53.24,38952741,38992778,1.0,22
APOBEC3B,ENSG00000179750,q13.1,53.12,38982347,38992804,1.0,22
APOBEC3C,ENSG00000244509,q13.1,52.56,39014257,39020352,1.0,22
APOBEC3D,ENSG00000243811,q13.1,54.3,39021113,39033277,1.0,22
APOBEC3F,ENSG00000128394,q13.1,53.18,39040604,39055972,1.0,22
APOBEC3G,ENSG00000239713,q13.1,54.63,39077067,39087743,1.0,22
APOBEC3H,ENSG00000100298,q13.1,53.45,39097224,39104067,1.0,22
APOE,ENSG00000130203,q13.32,61.06,44905791,44909393,1.0,19
APOH,ENSG00000091583,q24.2,42.88,66212033,66256525,-1.0,17
APOL1,ENSG00000100342,q12.3,49.99,36253071,36267530,1.0,22
APOL2,ENSG00000128335,q12.3,49.58,36226209,36239954,-1.0,22
APOL3,ENSG00000128284,q12.3,47.21,36140330,36166177,-1.0,22
APOL5,ENSG00000128313,q12.3,47.71,35717872,35729483,1.0,22
APOL6,ENSG00000221963,q12.3,41.58,35648446,35668404,1.0,22
APOLD1,ENSG00000178878,p13.1,42.82,12725917,12829975,1.0,12
APOO,ENSG00000184831,p22.11,43.27,23833353,23907938,-1.0,X
APOOL,ENSG00000155008,q21.1,37.14,85003877,85093316,1.0,X
APP,ENSG00000142192,q21.3,39.73,25880550,26171128,-1.0,21
APPBP2,ENSG00000062725,q23.2,39.71,60443158,60526242,-1.0,17
APPL1,ENSG00000157500,p14.3,37.48,57227726,57278105,1.0,3
APPL2,ENSG00000136044,q23.3,43.64,105173297,105236203,-1.0,12
APTX,ENSG00000137074,p21.1,42.02,32886601,33025130,-1.0,9
AQP1,ENSG00000240583,p14.3,56.46,30911694,30925517,1.0,7
AQP3,ENSG00000165272,p13.3,55.6,33441156,33447596,-1.0,9
AQP4,ENSG00000171885,q11.2,40.01,26852043,26865771,-1.0,18
AQP7,ENSG00000165269,p13.3,53.23,33383179,33402682,-1.0,9
AQP12B,ENSG00000185176,q37.3,62.83,240676418,240682906,-1.0,2
AQR,ENSG00000021776,q14,37.52,34851782,34969742,-1.0,15
AR,ENSG00000169083,q12,39.68,67544021,67730619,1.0,X
ARAF,ENSG00000078061,p11.3,51.23,47561100,47571920,1.0,X
ARAP2,ENSG00000047365,p14,35.53,35948221,36244514,-1.0,4
ARAP3,ENSG00000120318,q31.3,51.43,141653401,141682230,-1.0,5
ARC,ENSG00000198576,q24.3,66.77,142611049,142614479,-1.0,8
ARCN1,ENSG00000095139,q23.3,42.33,118572390,118603033,1.0,11
ARF4,ENSG00000168374,p14.3,41.71,57571363,57598220,-1.0,3
ARFGAP1,ENSG00000101199,q13.33,59.73,63272785,63289790,1.0,20
ARFGAP3,ENSG00000242247,q13.2,45.0,42796502,42858106,-1.0,22
ARFGEF2,ENSG00000124198,q13.13,43.25,48921711,49036693,1.0,20
ARFGEF3,ENSG00000112379,q23.3,41.61,138161939,138344663,1.0,6
ARFIP2,ENSG00000132254,p15.4,52.8,6474683,6481479,-1.0,11
ARFRP1,ENSG00000101246,q13.33,62.43,63698642,63708025,-1.0,20
ARHGAP6,ENSG00000047648,p22.2,39.23,11117651,11665920,-1.0,X
ARHGAP8,ENSG00000241484,q13.31,51.22,44752558,44862788,1.0,22
ARHGAP9,ENSG00000123329,q13.3,51.85,57472264,57488814,-1.0,12
ARHGAP10,ENSG00000071205,q31.23,40.94,147732063,148072776,1.0,4
ARHGAP11A,ENSG00000198826,q13.3,37.89,32615144,32639941,1.0,15
ARHGAP12,ENSG00000165322,p11.22,36.94,31805398,31928876,-1.0,10
ARHGAP15,ENSG00000075884,q22.2,36.48,143091362,143768352,1.0,2
ARHGAP17,ENSG00000140750,p12.1,44.36,24919389,25015666,-1.0,16
ARHGAP18,ENSG00000146376,q22.33,38.51,129576132,129710177,-1.0,6
ARHGAP19,ENSG00000213390,q24.1,42.77,97222173,97292673,-1.0,10
ARHGAP20,ENSG00000137727,q23.1,36.75,110577042,110713189,-1.0,11
ARHGAP21,ENSG00000107863,p12.1,39.03,24583609,24723887,-1.0,10
ARHGAP24,ENSG00000138639,q21.23,36.75,85475150,86002668,1.0,4
ARHGAP25,ENSG00000163219,p13.3,41.83,68679601,68826833,1.0,2
ARHGAP26,ENSG00000145819,q31.3,42.17,142770377,143229011,1.0,5
ARHGAP28,ENSG00000088756,p11.31,39.1,6729718,6915716,1.0,18
ARHGAP29,ENSG00000137962,p22.1,38.07,94148988,94275068,-1.0,1
ARHGAP32,ENSG00000134909,q24.3,36.86,128965060,129279324,-1.0,11
ARHGAP33,ENSG00000004777,q13.12,60.93,35774532,35788822,1.0,19
ARHGAP35,ENSG00000160007,q13.32,46.43,46860997,47005077,1.0,19
ARHGAP39,ENSG00000147799,q24.3,53.99,144529179,144605816,-1.0,8
ARHGAP44,ENSG00000006740,p12,42.69,12789498,12991643,1.0,17
ARHGDIA,ENSG00000141522,q25.3,68.15,81867721,81871378,-1.0,17
ARHGDIB,ENSG00000111348,p12.3,41.11,14942031,14961728,-1.0,12
ARHGDIG,ENSG00000242173,p13.3,69.54,280450,283010,1.0,16
ARHGEF2,ENSG00000116584,q22,50.95,155946851,156007070,-1.0,1
ARHGEF4,ENSG00000136002,q21.1,46.7,130836916,131047263,1.0,2
ARHGEF7,ENSG00000102606,q34,44.55,111114559,111305737,1.0,13
ARHGEF9,ENSG00000131089,q11.2,40.8,63634967,63809274,-1.0,X
ARHGEF10,ENSG00000104728,p23.3,50.01,1823926,1958641,1.0,8
ARHGEF10L,ENSG00000074964,p36.13,54.39,17539698,17697874,1.0,1
ARHGEF11,ENSG00000132694,q23.1,44.51,156934840,157045370,-1.0,1
ARHGEF15,ENSG00000198844,p13.1,55.26,8310241,8322514,1.0,17
ARHGEF16,ENSG00000130762,p36.32,62.91,3454665,3481113,1.0,1
ARHGEF17,ENSG00000110237,q13.4,55.26,73308276,73369388,1.0,11
ARHGEF18,ENSG00000104880,p13.2,51.44,7395113,7472484,1.0,19
ARHGEF19,ENSG00000142632,p36.13,57.34,16197854,16212652,-1.0,1
ARHGEF25,ENSG00000240771,q13.3,57.71,57610180,57617245,1.0,12
ARHGEF26,ENSG00000114790,q25.2,38.97,154121003,154257827,1.0,3
ARHGEF28,ENSG00000214944,q13.2,39.36,73626158,73941993,1.0,5
ARHGEF39,ENSG00000137135,p13.3,49.95,35658875,35675866,-1.0,9
ARHGEF40,ENSG00000165801,q11.2,53.83,21070273,21090248,1.0,14
ARID1A,ENSG00000117713,p36.11,46.19,26693236,26782104,1.0,1
ARID1B,ENSG00000049618,q25.3,40.89,156776020,157210779,1.0,6
ARID2,ENSG00000189079,q12,36.08,45729706,45908040,1.0,12
ARID3B,ENSG00000179361,q24.1,46.67,74541177,74598131,1.0,15
ARID4A,ENSG00000032219,q23.1,37.46,58298504,58373887,1.0,14
ARID5A,ENSG00000196843,q11.2,55.34,96536743,96552634,1.0,2
ARID5B,ENSG00000150347,q21.2,40.32,61901684,62096944,1.0,10
ARIH1,ENSG00000166233,q24.1,38.72,72474330,72602987,1.0,15
ARIH2,ENSG00000177479,p21.31,44.51,48918821,48986382,1.0,3
ARIH2OS,ENSG00000221883,p21.31,61.35,48917782,48919385,-1.0,3
ARL1,ENSG00000120805,q23.2,39.41,101393116,101407772,-1.0,12
ARL2,ENSG00000213465,q13.1,55.28,65014160,65022184,1.0,11
ARL2BP,ENSG00000102931,q13,44.84,57245259,57253635,1.0,16
ARL3,ENSG00000138175,q24.32,44.56,102673731,102714397,-1.0,10
ARL4A,ENSG00000122644,p21.3,42.63,12686856,12690958,1.0,7
ARL4C,ENSG00000188042,q37.1,50.41,234493041,234497081,-1.0,2
ARL4D,ENSG00000175906,q21.31,55.94,43398993,43401137,1.0,17
ARL5A,ENSG00000162980,q23.3,37.35,151788984,151828492,-1.0,2
ARL5B,ENSG00000165997,p12.31,37.18,18659431,18681639,1.0,10
ARL6,ENSG00000113966,q11.2,34.36,97764521,97801229,1.0,3
ARL6IP1,ENSG00000170540,p12.3,40.64,18791669,18801572,-1.0,16
ARL6IP4,ENSG00000182196,q24.31,65.56,122980060,122982913,1.0,12
ARL6IP5,ENSG00000144746,p14.1,42.48,69084937,69106092,1.0,3
ARL8B,ENSG00000134108,p26.1,40.81,5122245,5180912,1.0,3
ARL11,ENSG00000152213,q14.2,46.76,49628507,49633872,1.0,13
ARL13A,ENSG00000174225,q22.1,44.49,100969708,100990831,1.0,X
ARL13B,ENSG00000169379,q11.1,36.2,93980139,94055678,1.0,3
ARL14,ENSG00000179674,q25.33,38.71,160677160,160678448,1.0,3
ARL14EP,ENSG00000152219,p14.1,36.4,30323104,30338223,1.0,11
ARL17A,ENSG00000185829,q21.31,43.34,46516702,46579691,-1.0,17
ARMC1,ENSG00000104442,q13.1,42.61,65602458,65634217,-1.0,8
ARMC2,ENSG00000118690,q21,41.61,108848416,108974476,1.0,6
ARMC3,ENSG00000165309,p12.2,38.55,22928024,23038523,1.0,10
ARMC4,ENSG00000169126,p12.1,38.33,27775186,27999079,-1.0,10
ARMC5,ENSG00000140691,p11.2,58.18,31458080,31467166,1.0,16
ARMC7,ENSG00000125449,q25.1,51.99,75109952,75130272,1.0,17
ARMC8,ENSG00000114098,q22.3,39.28,138187248,138298384,1.0,3
ARMC9,ENSG00000135931,q37.1,45.69,231198546,231374837,1.0,2
ARMC10,ENSG00000170632,q22.1,40.09,103074881,103099759,1.0,7
ARMCX1,ENSG00000126947,q22.1,48.89,101550547,101554700,1.0,X
ARMCX2,ENSG00000184867,q22.1,51.75,101655281,101659850,-1.0,X
ARMCX3,ENSG00000102401,q22.1,45.41,101622797,101627843,1.0,X
ARMCX4,ENSG00000196440,q22.1,41.06,101418287,101533459,1.0,X
ARMCX6,ENSG00000198960,q22.1,51.56,101615118,101618001,-1.0,X
ARMH1,ENSG00000198520,p34.1,47.54,44674692,44725591,1.0,1
ARMH2,ENSG00000260286,p22.3,42.83,24797335,24798917,-1.0,6
ARMH3,ENSG00000120029,q24.32,42.35,101845599,102056193,-1.0,10
